,b,c,basis,molecule,Beta
2811,0,2,d-aug-cc-pVTZ,FCN,-24.039360000000002
2812,0,2,d-aug-cc-pVTZ,FNO,1.4883
2813,0,2,d-aug-cc-pVTZ,H2O,4.473756
2814,0,2,d-aug-cc-pVTZ,HBO,22.719419999999996
2815,0,2,d-aug-cc-pVTZ,HBS,-41.07678
2816,0,2,d-aug-cc-pVTZ,HCCCl,42.0774
2817,0,2,d-aug-cc-pVTZ,HCCF,47.48706
2818,0,2,d-aug-cc-pVTZ,HCHO,22.321140000000003
2819,0,2,d-aug-cc-pVTZ,HCHS,3.0040570320000004
2820,0,2,d-aug-cc-pVTZ,HCN,-3.67977
2821,0,2,d-aug-cc-pVTZ,HCONH2,12.286572
2822,0,2,d-aug-cc-pVTZ,HCOOH,1.6979342000000002
2823,0,2,d-aug-cc-pVTZ,HCP,27.55842
2824,0,2,d-aug-cc-pVTZ,HCl,-6.949979999999999
2825,0,2,d-aug-cc-pVTZ,HF,-5.112054
2826,0,2,d-aug-cc-pVTZ,HNC,23.0964
2827,0,2,d-aug-cc-pVTZ,HNO,-8.275088
2828,0,2,d-aug-cc-pVTZ,HNS,19.056294
2829,0,2,d-aug-cc-pVTZ,HOCl,33.361206
2830,0,2,d-aug-cc-pVTZ,HOF,-10.308696
2831,0,2,d-aug-cc-pVTZ,HOOH,-1.7510579999999998
2832,0,2,d-aug-cc-pVTZ,Li2,0.041329199999999996
2833,0,2,d-aug-cc-pVTZ,LiBH4,32.80314
2834,0,2,d-aug-cc-pVTZ,LiCN,-0.5178199999999986
2835,0,2,d-aug-cc-pVTZ,LiCl,50.2173
2836,0,2,d-aug-cc-pVTZ,LiH,194.68019999999999
2837,0,2,d-aug-cc-pVTZ,LiH_s,-195.801
2838,0,2,d-aug-cc-pVTZ,Mg2,0.7503059999999999
2839,0,2,d-aug-cc-pVTZ,N2H2,-11.353487000000001
2840,0,2,d-aug-cc-pVTZ,N2H4,-3.631907586
2841,0,2,d-aug-cc-pVTZ,NH2Cl,18.1986698
2842,0,2,d-aug-cc-pVTZ,NH2F,-8.702826000000002
2843,0,2,d-aug-cc-pVTZ,NH2OH,-8.706408
2844,0,2,d-aug-cc-pVTZ,NH3,6.6679200000000005
2845,0,2,d-aug-cc-pVTZ,NH3O,28.74672
2846,0,2,d-aug-cc-pVTZ,NOCl,39.19326
2847,0,2,d-aug-cc-pVTZ,Na2,1.1854559999999998
2848,0,2,d-aug-cc-pVTZ,NaCN,29.103208000000002
2849,0,2,d-aug-cc-pVTZ,NaCl,151.0212
2850,0,2,d-aug-cc-pVTZ,NaH,727.764
2851,0,2,d-aug-cc-pVTZ,NaLi,-561.1505999999999
2852,0,2,d-aug-cc-pVTZ,O3,-5.16999
2853,0,2,d-aug-cc-pVTZ,OCl2,23.1069
2854,0,2,d-aug-cc-pVTZ,OF2,-1.6696080000000002
2855,0,2,d-aug-cc-pVTZ,P2H4,32.797759740000004
2856,0,2,d-aug-cc-pVTZ,PH3,-18.418799999999997
2857,0,2,d-aug-cc-pVTZ,PH3O,33.3753
2858,0,2,d-aug-cc-pVTZ,S2H2,6.9802928920000005
2859,0,2,d-aug-cc-pVTZ,SCl2,-16.02546
2860,0,2,d-aug-cc-pVTZ,SF2,-33.80742
2861,0,2,d-aug-cc-pVTZ,SH2,-3.9226259999999997
2862,0,2,d-aug-cc-pVTZ,SO2,17.01516
2863,0,2,d-aug-cc-pVTZ,SiH3Cl,26.44164
2864,0,2,d-aug-cc-pVTZ,SiH3F,-21.00954
2865,0,2,d-aug-cc-pVTZ,SiH4,0.0
2866,0,2,d-aug-cc-pVTZ,SiO,75.2832
2867,0,3,MRA,BF,39.499739999999996
2868,0,3,MRA,BH2Cl,33.33006
2869,0,3,MRA,BH2F,20.6175
2870,0,3,MRA,BH3,0.0
2871,0,3,MRA,BHF2,-17.955599999999997
2872,0,3,MRA,CH2BH,76.9134
2873,0,3,MRA,CH2NH,-13.993913399999999
2874,0,3,MRA,CH3BH2,-3.988247999999999
2875,0,3,MRA,CH3Cl,1.523952
2876,0,3,MRA,CH3NH2,3.5258760000000002
2877,0,3,MRA,CH3SH,-19.995395999999996
2878,0,3,MRA,CO,19.4757
2879,0,3,MRA,CS,29.317499999999995
2880,0,3,MRA,CSO,21.16104
2881,0,3,MRA,ClCN,14.1504
2882,0,3,MRA,ClF,-34.998059999999995
2883,0,3,MRA,FCN,-24.260519999999996
2884,0,3,MRA,FNO,1.5008178
2885,0,3,MRA,H2O,4.825685999999999
2886,0,3,MRA,HBO,25.70082
2887,0,3,MRA,HBS,-44.222159999999995
2888,0,3,MRA,HCCCl,41.484
2889,0,3,MRA,HCCF,48.27636
2890,0,3,MRA,HCHO,22.518300000000004
2891,0,3,MRA,HCHS,2.390382
2892,0,3,MRA,HCN,-3.7270200000000004
2893,0,3,MRA,HCOOH,1.6450961999999998
2894,0,3,MRA,HCP,28.16178
2895,0,3,MRA,HCl,-6.520740000000001
2896,0,3,MRA,HF,-6.1878
2897,0,3,MRA,HNC,23.49528
2898,0,3,MRA,HNS,18.960539999999998
2899,0,3,MRA,HOF,-10.374455999999999
2900,0,3,MRA,HOOH,-1.7968319999999998
2901,0,3,MRA,LiBH4,33.55626
2902,0,3,MRA,LiCN,-0.4518600000000017
2903,0,3,MRA,LiCl,50.15904
2904,0,3,MRA,LiH,201.5046
2905,0,3,MRA,LiH_s,-202.74960000000002
2906,0,3,MRA,N2H2,-11.326742580000001
2907,0,3,MRA,NH2Cl,19.117729800000003
2908,0,3,MRA,NH2F,-8.882268
2909,0,3,MRA,NH2OH,-8.851086
2910,0,3,MRA,NH3,7.01214
2911,0,3,MRA,NH3O,29.465819999999997
2912,0,3,MRA,NOCl,39.374340000000004
2913,0,3,MRA,NaCN,26.843952
2914,0,3,MRA,NaCl,141.1902
2915,0,3,MRA,NaH,690.762
2916,0,3,MRA,O3,-5.189010000000001
2917,0,3,MRA,OF2,-1.681644
2918,0,3,MRA,P2H4,35.21472
2919,0,3,MRA,PH3,-19.85988
2920,0,3,MRA,PH3O,36.335968722000004
2921,0,3,MRA,S2H2,7.422839999999999
2922,0,3,MRA,SF2,-34.84104
2923,0,3,MRA,SH2,-4.475514
2924,0,3,MRA,SO2,17.353379999999998
2925,0,3,MRA,SiH3Cl,25.76856
2926,0,3,MRA,SiH3F,-21.49074
2927,0,3,MRA,SiH4,0.0
2928,0,3,aug-cc-pCVDZ,BF,33.98118
2929,0,3,aug-cc-pCVDZ,BH2Cl,37.5582
2930,0,3,aug-cc-pCVDZ,BH2F,19.85034
2931,0,3,aug-cc-pCVDZ,BH3,0.0
2932,0,3,aug-cc-pCVDZ,BHF2,-19.61814
2933,0,3,aug-cc-pCVDZ,CH2BH,79.287
2934,0,3,aug-cc-pCVDZ,CH2NH,-16.5963384
2935,0,3,aug-cc-pCVDZ,CH3BH2,-4.2849705479999995
2936,0,3,aug-cc-pCVDZ,CH3Cl,12.56166
2937,0,3,aug-cc-pCVDZ,CH3F,17.193599999999996
2938,0,3,aug-cc-pCVDZ,CH3NH2,1.7500524399999997
2939,0,3,aug-cc-pCVDZ,CH3OH,-16.060859999999998
2940,0,3,aug-cc-pCVDZ,CH3SH,-16.291673999999997
2941,0,3,aug-cc-pCVDZ,CO,19.76226
2942,0,3,aug-cc-pCVDZ,CS,35.74542
2943,0,3,aug-cc-pCVDZ,CSO,15.882839999999998
2944,0,3,aug-cc-pCVDZ,ClCN,24.07662
2945,0,3,aug-cc-pCVDZ,ClF,-24.325799999999997
2946,0,3,aug-cc-pCVDZ,FCN,-23.41422
2947,0,3,aug-cc-pCVDZ,FNO,0.3957320000000002
2948,0,3,aug-cc-pCVDZ,H2O,3.1599600000000003
2949,0,3,aug-cc-pCVDZ,HBO,26.27586
2950,0,3,aug-cc-pCVDZ,HBS,-62.4996
2951,0,3,aug-cc-pCVDZ,HCCCl,61.7076
2952,0,3,aug-cc-pCVDZ,HCCF,49.764779999999995
2953,0,3,aug-cc-pCVDZ,HCHO,23.891160000000003
2954,0,3,aug-cc-pCVDZ,HCHS,14.19942
2955,0,3,aug-cc-pCVDZ,HCN,-5.976828
2956,0,3,aug-cc-pCVDZ,HCONH2,13.932224000000001
2957,0,3,aug-cc-pCVDZ,HCOOH,2.2997160000000005
2958,0,3,aug-cc-pCVDZ,HCP,30.6915
2959,0,3,aug-cc-pCVDZ,HCl,-14.58138
2960,0,3,aug-cc-pCVDZ,HF,-6.10056
2961,0,3,aug-cc-pCVDZ,HNC,24.50802
2962,0,3,aug-cc-pCVDZ,HNO,-8.108924
2963,0,3,aug-cc-pCVDZ,HNS,6.239184000000001
2964,0,3,aug-cc-pCVDZ,HOCl,25.330764000000002
2965,0,3,aug-cc-pCVDZ,HOF,-10.0746
2966,0,3,aug-cc-pCVDZ,HOOH,-1.896474
2967,0,3,aug-cc-pCVDZ,Li2,0.5453274
2968,0,3,aug-cc-pCVDZ,LiBH4,35.2197
2969,0,3,aug-cc-pCVDZ,LiCN,-1.0107599999999994
2970,0,3,aug-cc-pCVDZ,LiCl,74.0838
2971,0,3,aug-cc-pCVDZ,LiH,231.58920000000003
2972,0,3,aug-cc-pCVDZ,LiH_s,-232.7844
2973,0,3,aug-cc-pCVDZ,Mg2,0.2018634
2974,0,3,aug-cc-pCVDZ,N2H2,-10.724741999999999
2975,0,3,aug-cc-pCVDZ,N2H4,-3.2559407460000003
2976,0,3,aug-cc-pCVDZ,NH2Cl,8.8736978
2977,0,3,aug-cc-pCVDZ,NH2F,-8.683782
2978,0,3,aug-cc-pCVDZ,NH2OH,-10.044486
2979,0,3,aug-cc-pCVDZ,NH3,2.157408
2980,0,3,aug-cc-pCVDZ,NH3O,28.81098
2981,0,3,aug-cc-pCVDZ,NOCl,27.12354
2982,0,3,aug-cc-pCVDZ,Na2,0.988152
2983,0,3,aug-cc-pCVDZ,NaCN,31.002513999999998
2984,0,3,aug-cc-pCVDZ,NaCl,172.0704
2985,0,3,aug-cc-pCVDZ,NaH,767.7719999999999
2986,0,3,aug-cc-pCVDZ,NaLi,-552.5454
2987,0,3,aug-cc-pCVDZ,O3,-4.103304
2988,0,3,aug-cc-pCVDZ,OCl2,15.28296
2989,0,3,aug-cc-pCVDZ,OF2,-2.834232
2990,0,3,aug-cc-pCVDZ,P2H4,29.592540000000003
2991,0,3,aug-cc-pCVDZ,PH3,-14.43686128
2992,0,3,aug-cc-pCVDZ,PH3O,31.491219117999997
2993,0,3,aug-cc-pCVDZ,S2H2,1.010574
2994,0,3,aug-cc-pCVDZ,SCl2,-17.2257
2995,0,3,aug-cc-pCVDZ,SF2,-21.01572
2996,0,3,aug-cc-pCVDZ,SH2,2.9024039999999998
2997,0,3,aug-cc-pCVDZ,SO2,17.15712
2998,0,3,aug-cc-pCVDZ,SiH3Cl,31.53606
2999,0,3,aug-cc-pCVDZ,SiH3F,-18.72306
3000,0,3,aug-cc-pCVDZ,SiH4,0.0
3001,0,3,aug-cc-pCVDZ,SiO,70.8408
3002,0,3,aug-cc-pCVQZ,BF,39.567359999999994
3003,0,3,aug-cc-pCVQZ,BH2Cl,29.166060000000005
3004,0,3,aug-cc-pCVQZ,BH2F,20.789160000000003
3005,0,3,aug-cc-pCVQZ,BH3,0.0
3006,0,3,aug-cc-pCVQZ,BHF2,-18.25692
3007,0,3,aug-cc-pCVQZ,CH2BH,71.5968
3008,0,3,aug-cc-pCVQZ,CH2NH,-14.341208239999998
3009,0,3,aug-cc-pCVQZ,CH3BH2,-3.9992399999999995
3010,0,3,aug-cc-pCVQZ,CH3Cl,2.8055099999999995
3011,0,3,aug-cc-pCVQZ,CH3F,17.782140000000002
3012,0,3,aug-cc-pCVQZ,CH3NH2,2.74669
3013,0,3,aug-cc-pCVQZ,CH3OH,-15.883319999999998
3014,0,3,aug-cc-pCVQZ,CH3SH,-19.270109999999995
3015,0,3,aug-cc-pCVQZ,CO,19.564500000000002
3016,0,3,aug-cc-pCVQZ,CS,29.26866
3017,0,3,aug-cc-pCVQZ,CSO,20.99472
3018,0,3,aug-cc-pCVQZ,ClCN,14.57274
3019,0,3,aug-cc-pCVQZ,ClF,-30.816480000000002
3020,0,3,aug-cc-pCVQZ,FCN,-24.2502
3021,0,3,aug-cc-pCVQZ,FNO,0.9621984000000001
3022,0,3,aug-cc-pCVQZ,H2O,4.512672
3023,0,3,aug-cc-pCVQZ,HBO,23.088659999999997
3024,0,3,aug-cc-pCVQZ,HBS,-43.39368
3025,0,3,aug-cc-pCVQZ,HCCCl,42.27126
3026,0,3,aug-cc-pCVQZ,HCCF,48.266999999999996
3027,0,3,aug-cc-pCVQZ,HCHO,22.92108
3028,0,3,aug-cc-pCVQZ,HCHS,3.8118539999999994
3029,0,3,aug-cc-pCVQZ,HCN,-3.8956740000000005
3030,0,3,aug-cc-pCVQZ,HCONH2,12.395946
3031,0,3,aug-cc-pCVQZ,HCOOH,1.630426
3032,0,3,aug-cc-pCVQZ,HCP,29.354219999999998
3033,0,3,aug-cc-pCVQZ,HCl,-7.440900000000001
3034,0,3,aug-cc-pCVQZ,HF,-5.520384
3035,0,3,aug-cc-pCVQZ,HNC,23.5107
3036,0,3,aug-cc-pCVQZ,HNO,-8.078610000000001
3037,0,3,aug-cc-pCVQZ,HNS,17.295146
3038,0,3,aug-cc-pCVQZ,HOCl,32.583588
3039,0,3,aug-cc-pCVQZ,HOF,-10.292452
3040,0,3,aug-cc-pCVQZ,HOOH,-1.7642879999999999
3041,0,3,aug-cc-pCVQZ,Li2,0.1591986
3042,0,3,aug-cc-pCVQZ,LiBH4,33.70757999999999
3043,0,3,aug-cc-pCVQZ,LiCN,-0.623400000000002
3044,0,3,aug-cc-pCVQZ,LiCl,51.52374
3045,0,3,aug-cc-pCVQZ,LiH,204.2208
3046,0,3,aug-cc-pCVQZ,LiH_s,-205.38959999999997
3047,0,3,aug-cc-pCVQZ,Mg2,0.107016
3048,0,3,aug-cc-pCVQZ,N2H2,-10.930465199999999
3049,0,3,aug-cc-pCVQZ,N2H4,-3.7469099999999997
3050,0,3,aug-cc-pCVQZ,NH2Cl,18.5297764
3051,0,3,aug-cc-pCVQZ,NH2F,-8.759663999999997
3052,0,3,aug-cc-pCVQZ,NH2OH,-9.002412
3053,0,3,aug-cc-pCVQZ,NH3,6.678628399999999
3054,0,3,aug-cc-pCVQZ,NH3O,29.56818372
3055,0,3,aug-cc-pCVQZ,NOCl,38.418
3056,0,3,aug-cc-pCVQZ,Na2,-0.2672136
3057,0,3,aug-cc-pCVQZ,NaCN,27.328036
3058,0,3,aug-cc-pCVQZ,NaCl,144.033
3059,0,3,aug-cc-pCVQZ,NaH,697.482
3060,0,3,aug-cc-pCVQZ,NaLi,-573.9258
3061,0,3,aug-cc-pCVQZ,O3,-5.058804
3062,0,3,aug-cc-pCVQZ,OCl2,21.59754
3063,0,3,aug-cc-pCVQZ,OF2,-1.907148
3064,0,3,aug-cc-pCVQZ,P2H4,35.32356
3065,0,3,aug-cc-pCVQZ,PH3,-19.24548
3066,0,3,aug-cc-pCVQZ,PH3O,32.27124
3067,0,3,aug-cc-pCVQZ,S2H2,7.126079999999999
3068,0,3,aug-cc-pCVQZ,SCl2,-15.99042
3069,0,3,aug-cc-pCVQZ,SF2,-32.73222
3070,0,3,aug-cc-pCVQZ,SH2,-4.804367999999999
3071,0,3,aug-cc-pCVQZ,SO2,17.36214
3072,0,3,aug-cc-pCVQZ,SiH3Cl,25.921439999999997
3073,0,3,aug-cc-pCVQZ,SiH3F,-21.5571
3074,0,3,aug-cc-pCVQZ,SiH4,0.0
3075,0,3,aug-cc-pCVQZ,SiO,75.1854
3076,0,3,aug-cc-pCVTZ,BF,39.047219999999996
3077,0,3,aug-cc-pCVTZ,BH2Cl,31.69296
3078,0,3,aug-cc-pCVTZ,BH2F,21.15318
3079,0,3,aug-cc-pCVTZ,BH3,0.0
3080,0,3,aug-cc-pCVTZ,BHF2,-19.10574
3081,0,3,aug-cc-pCVTZ,CH2BH,74.02661784
3082,0,3,aug-cc-pCVTZ,CH2NH,-14.7412276
3083,0,3,aug-cc-pCVTZ,CH3BH2,-3.8512079999999997
3084,0,3,aug-cc-pCVTZ,CH3Cl,5.871288
3085,0,3,aug-cc-pCVTZ,CH3F,18.014400000000002
3086,0,3,aug-cc-pCVTZ,CH3NH2,2.5465552000000002
3087,0,3,aug-cc-pCVTZ,CH3OH,-16.26294
3088,0,3,aug-cc-pCVTZ,CH3SH,-18.562976000000003
3089,0,3,aug-cc-pCVTZ,CO,19.71114
3090,0,3,aug-cc-pCVTZ,CS,30.101940000000003
3091,0,3,aug-cc-pCVTZ,CSO,20.447700000000005
3092,0,3,aug-cc-pCVTZ,ClCN,17.37024
3093,0,3,aug-cc-pCVTZ,ClF,-28.0077
3094,0,3,aug-cc-pCVTZ,FCN,-24.36426
3095,0,3,aug-cc-pCVTZ,FNO,0.5811858
3096,0,3,aug-cc-pCVTZ,H2O,4.4722859999999995
3097,0,3,aug-cc-pCVTZ,HBO,23.754360000000002
3098,0,3,aug-cc-pCVTZ,HBS,-47.47944
3099,0,3,aug-cc-pCVTZ,HCCCl,45.91182
3100,0,3,aug-cc-pCVTZ,HCCF,48.7248
3101,0,3,aug-cc-pCVTZ,HCHO,23.84964
3102,0,3,aug-cc-pCVTZ,HCHS,6.837222786
3103,0,3,aug-cc-pCVTZ,HCN,-4.502826000000001
3104,0,3,aug-cc-pCVTZ,HCONH2,12.767442
3105,0,3,aug-cc-pCVTZ,HCOOH,1.7807560000000002
3106,0,3,aug-cc-pCVTZ,HCP,30.241740000000004
3107,0,3,aug-cc-pCVTZ,HCl,-10.7529
3108,0,3,aug-cc-pCVTZ,HF,-5.9593620000000005
3109,0,3,aug-cc-pCVTZ,HNC,23.527800000000003
3110,0,3,aug-cc-pCVTZ,HNO,-7.971222
3111,0,3,aug-cc-pCVTZ,HNS,13.8206772
3112,0,3,aug-cc-pCVTZ,HOCl,30.253224
3113,0,3,aug-cc-pCVTZ,HOF,-10.233552000000001
3114,0,3,aug-cc-pCVTZ,HOOH,-2.058582
3115,0,3,aug-cc-pCVTZ,Li2,-0.1336956
3116,0,3,aug-cc-pCVTZ,LiBH4,34.04810513
3117,0,3,aug-cc-pCVTZ,LiCN,-0.8443200000000015
3118,0,3,aug-cc-pCVTZ,LiCl,55.104960000000005
3119,0,3,aug-cc-pCVTZ,LiH,210.04260000000005
3120,0,3,aug-cc-pCVTZ,LiH_s,-211.2252
3121,0,3,aug-cc-pCVTZ,Mg2,-0.736776
3122,0,3,aug-cc-pCVTZ,N2H2,-11.123555199999998
3123,0,3,aug-cc-pCVTZ,N2H4,-3.753834
3124,0,3,aug-cc-pCVTZ,NH2Cl,15.765426000000001
3125,0,3,aug-cc-pCVTZ,NH2F,-8.765316
3126,0,3,aug-cc-pCVTZ,NH2OH,-9.411102
3127,0,3,aug-cc-pCVTZ,NH3,5.634628106
3128,0,3,aug-cc-pCVTZ,NH3O,29.325642834
3129,0,3,aug-cc-pCVTZ,NOCl,33.847139999999996
3130,0,3,aug-cc-pCVTZ,Na2,0.256176
3131,0,3,aug-cc-pCVTZ,NaCN,28.320766
3132,0,3,aug-cc-pCVTZ,NaCl,154.5144
3133,0,3,aug-cc-pCVTZ,NaH,712.488
3134,0,3,aug-cc-pCVTZ,NaLi,-589.6362
3135,0,3,aug-cc-pCVTZ,O3,-4.630548
3136,0,3,aug-cc-pCVTZ,OCl2,18.54126
3137,0,3,aug-cc-pCVTZ,OF2,-2.357694
3138,0,3,aug-cc-pCVTZ,P2H4,34.86174
3139,0,3,aug-cc-pCVTZ,PH3,-18.179055838
3140,0,3,aug-cc-pCVTZ,PH3O,32.26914
3141,0,3,aug-cc-pCVTZ,S2H2,5.218188
3142,0,3,aug-cc-pCVTZ,SCl2,-17.820274511999997
3143,0,3,aug-cc-pCVTZ,SF2,-28.14156
3144,0,3,aug-cc-pCVTZ,SH2,-2.8162079999999996
3145,0,3,aug-cc-pCVTZ,SO2,17.118360000000003
3146,0,3,aug-cc-pCVTZ,SiH3Cl,27.7368
3147,0,3,aug-cc-pCVTZ,SiH3F,-21.9921
3148,0,3,aug-cc-pCVTZ,SiH4,0.0
3149,0,3,aug-cc-pCVTZ,SiO,74.0952
3150,0,3,aug-cc-pV5Z,CH3SH,-19.317671999999998
3151,0,3,aug-cc-pV5Z,FNO,1.197740646
3152,0,3,aug-cc-pV5Z,H2O,4.758936
3153,0,3,aug-cc-pV5Z,OCl2,21.617820000000002
3154,0,3,aug-cc-pVDZ,BF,33.39636
3155,0,3,aug-cc-pVDZ,BH2Cl,37.567588482
3156,0,3,aug-cc-pVDZ,BH2F,19.678739999999998
3157,0,3,aug-cc-pVDZ,BH3,0.0
3158,0,3,aug-cc-pVDZ,BHF2,-19.590780000000002
3159,0,3,aug-cc-pVDZ,CH2BH,79.45559999999999
3160,0,3,aug-cc-pVDZ,CH2NH,-16.527136199999998
3161,0,3,aug-cc-pVDZ,CH3BH2,-4.371368
3162,0,3,aug-cc-pVDZ,CH3Cl,12.798300000000001
3163,0,3,aug-cc-pVDZ,CH3F,17.1681
3164,0,3,aug-cc-pVDZ,CH3NH2,1.7446124600000001
3165,0,3,aug-cc-pVDZ,CH3OH,-16.03932
3166,0,3,aug-cc-pVDZ,CH3SH,-16.298088
3167,0,3,aug-cc-pVDZ,CO,19.702499999999997
3168,0,3,aug-cc-pVDZ,CS,36.03954
3169,0,3,aug-cc-pVDZ,CSO,15.61584
3170,0,3,aug-cc-pVDZ,ClCN,24.46182
3171,0,3,aug-cc-pVDZ,ClF,-24.31536
3172,0,3,aug-cc-pVDZ,FCN,-23.556779999999996
3173,0,3,aug-cc-pVDZ,FNO,0.3976200000000001
3174,0,3,aug-cc-pVDZ,H2O,-3.138252
3175,0,3,aug-cc-pVDZ,HBO,26.404980000000002
3176,0,3,aug-cc-pVDZ,HBS,-63.0366
3177,0,3,aug-cc-pVDZ,HCCCl,62.37480000000001
3178,0,3,aug-cc-pVDZ,HCCF,50.028420000000004
3179,0,3,aug-cc-pVDZ,HCHO,23.791980000000002
3180,0,3,aug-cc-pVDZ,HCHS,14.55420426
3181,0,3,aug-cc-pVDZ,HCN,-6.0287999999999995
3182,0,3,aug-cc-pVDZ,HCONH2,13.956503999999999
3183,0,3,aug-cc-pVDZ,HCOOH,2.2885739999999997
3184,0,3,aug-cc-pVDZ,HCP,30.283920000000002
3185,0,3,aug-cc-pVDZ,HCl,-14.631719999999998
3186,0,3,aug-cc-pVDZ,HF,-6.080579999999999
3187,0,3,aug-cc-pVDZ,HNC,24.361259999999998
3188,0,3,aug-cc-pVDZ,HNO,-8.073846
3189,0,3,aug-cc-pVDZ,HNS,6.206213999999999
3190,0,3,aug-cc-pVDZ,HOCl,25.148892000000004
3191,0,3,aug-cc-pVDZ,HOF,-10.034004000000001
3192,0,3,aug-cc-pVDZ,HOOH,-1.886658
3193,0,3,aug-cc-pVDZ,Li2,0.4754892
3194,0,3,aug-cc-pVDZ,LiBH4,35.677471520000005
3195,0,3,aug-cc-pVDZ,LiCN,-0.8509200000000021
3196,0,3,aug-cc-pVDZ,LiCl,77.1882
3197,0,3,aug-cc-pVDZ,LiH,241.20479999999998
3198,0,3,aug-cc-pVDZ,LiH_s,-242.41559999999998
3199,0,3,aug-cc-pVDZ,Mg2,-2.99175
3200,0,3,aug-cc-pVDZ,N2H2,-10.614311999999998
3201,0,3,aug-cc-pVDZ,N2H4,-3.211734
3202,0,3,aug-cc-pVDZ,NH2Cl,8.598530600000002
3203,0,3,aug-cc-pVDZ,NH2F,-8.642082
3204,0,3,aug-cc-pVDZ,NH2OH,-10.03172
3205,0,3,aug-cc-pVDZ,NH3,2.18952
3206,0,3,aug-cc-pVDZ,NH3O,28.77564
3207,0,3,aug-cc-pVDZ,NOCl,27.065759999999997
3208,0,3,aug-cc-pVDZ,Na2,-0.4626282
3209,0,3,aug-cc-pVDZ,NaCN,32.67184
3210,0,3,aug-cc-pVDZ,NaCl,184.038
3211,0,3,aug-cc-pVDZ,NaH,804.168
3212,0,3,aug-cc-pVDZ,NaLi,-270.2244
3213,0,3,aug-cc-pVDZ,O3,-4.090764
3214,0,3,aug-cc-pVDZ,OCl2,15.218639999999999
3215,0,3,aug-cc-pVDZ,OF2,-2.831616
3216,0,3,aug-cc-pVDZ,P2H4,29.265840000000004
3217,0,3,aug-cc-pVDZ,PH3,-13.969483808
3218,0,3,aug-cc-pVDZ,PH3O,31.651150992
3219,0,3,aug-cc-pVDZ,S2H2,0.8775599999999999
3220,0,3,aug-cc-pVDZ,SCl2,-17.1453
3221,0,3,aug-cc-pVDZ,SF2,-20.99394
3222,0,3,aug-cc-pVDZ,SH2,3.004434
3223,0,3,aug-cc-pVDZ,SO2,17.08098
3224,0,3,aug-cc-pVDZ,SiH3Cl,31.458
3225,0,3,aug-cc-pVDZ,SiH3F,-18.675720000000002
3226,0,3,aug-cc-pVDZ,SiH4,0.0
3227,0,3,aug-cc-pVDZ,SiO,70.48920000000001
3228,0,3,aug-cc-pVQZ,BF,39.573
3229,0,3,aug-cc-pVQZ,BH2Cl,29.4195
3230,0,3,aug-cc-pVQZ,BH2F,20.79558
3231,0,3,aug-cc-pVQZ,BH3,0.0
3232,0,3,aug-cc-pVQZ,BHF2,-18.2592
3233,0,3,aug-cc-pVQZ,CH2BH,71.63820000000001
3234,0,3,aug-cc-pVQZ,CH2NH,-14.313621140000002
3235,0,3,aug-cc-pVQZ,CH3BH2,-3.9969679799999995
3236,0,3,aug-cc-pVQZ,CH3Cl,3.1485779999999997
3237,0,3,aug-cc-pVQZ,CH3F,17.776980000000002
3238,0,3,aug-cc-pVQZ,CH3NH2,2.7431774
3239,0,3,aug-cc-pVQZ,CH3OH,-15.888599999999999
3240,0,3,aug-cc-pVQZ,CH3SH,-19.254161999999997
3241,0,3,aug-cc-pVQZ,CO,19.555079999999997
3242,0,3,aug-cc-pVQZ,CS,29.153280000000002
3243,0,3,aug-cc-pVQZ,CSO,20.66322
3244,0,3,aug-cc-pVQZ,ClCN,15.18186
3245,0,3,aug-cc-pVQZ,ClF,-30.899160000000002
3246,0,3,aug-cc-pVQZ,FCN,-24.252299999999998
3247,0,3,aug-cc-pVQZ,FNO,0.9604794000000001
3248,0,3,aug-cc-pVQZ,H2O,4.505777999999999
3249,0,3,aug-cc-pVQZ,HBO,23.0709
3250,0,3,aug-cc-pVQZ,HBS,-43.33278
3251,0,3,aug-cc-pVQZ,HCCCl,43.21902
3252,0,3,aug-cc-pVQZ,HCCF,48.27768
3253,0,3,aug-cc-pVQZ,HCHO,22.90548
3254,0,3,aug-cc-pVQZ,HCHS,4.076634
3255,0,3,aug-cc-pVQZ,HCN,-3.8912280000000004
3256,0,3,aug-cc-pVQZ,HCONH2,12.395318
3257,0,3,aug-cc-pVQZ,HCOOH,1.629652
3258,0,3,aug-cc-pVQZ,HCP,29.30892
3259,0,3,aug-cc-pVQZ,HCl,-7.46634
3260,0,3,aug-cc-pVQZ,HF,-5.5210740000000005
3261,0,3,aug-cc-pVQZ,HNC,23.500620000000005
3262,0,3,aug-cc-pVQZ,HNO,-8.060856000000001
3263,0,3,aug-cc-pVQZ,HNS,17.235293999999996
3264,0,3,aug-cc-pVQZ,HOCl,32.459987999999996
3265,0,3,aug-cc-pVQZ,HOF,-10.294914
3266,0,3,aug-cc-pVQZ,HOOH,-1.762464
3267,0,3,aug-cc-pVQZ,Li2,0.003142668
3268,0,3,aug-cc-pVQZ,LiBH4,33.743368702
3269,0,3,aug-cc-pVQZ,LiCN,-0.6545000000000005
3270,0,3,aug-cc-pVQZ,LiCl,51.66408
3271,0,3,aug-cc-pVQZ,LiH,204.7656
3272,0,3,aug-cc-pVQZ,LiH_s,-205.93739999999997
